label,title,description
data,DATA PROCESSING,"i am currently seeking a position that will enable me to incorporate these  in working to fulfill organizational s while continuing to grow professionally.   experience: research survey developer tarp worldwide september 2006–February 2007  using spss dimensions, program survey instruments for implementation online and/or data entry; constructed routing contexts to get the cleanest data output possible. implemented standardized variable names to use throughout the studies; applied html templates to the online versions. participated in the qa process of datasets for analysis, editing and correcting data flaws.   computer statistical assistant nova research company july 2003–August 2006  support for data analysis branch includes data files documentation and edits specifications, verification of summary statistics tables for publication, comparing data from previous years for possible flaws. also involved with oversight committee preparing tracking reports in ms project; in addition, was the primary developer for a data driven windows application. as such, designed, executed and implemented an ms-access database solution to the health insurance section coding assignments; worked with technical and business leads to gather user s and interpret into design specifications. document of all work, including business and technical s, for future reference.  data manager westat 1999?2003  worked in coordination with project staff to effectively manage ongoing projects. responsible for organizing the flow of the survey instruments, managing multi-site data collection activities for health studies, using an established receipt control system, designing data editing specifications, and processing forms up to data entry and cleaning. central point of contact for all centers, fielding questions and dealing with information related to the particular project; supervised a staff of coders and editors for processing questionnaires. other duties included testing survey instruments for implementation on cati software.  data processing manager wb&a market research 1992?1999  responsibilities include data processing management duties, with the increasing tasks of managing a staff of five people. i also supervised in-house projects, submitting job costs as well as answering clients? questions. using specialized cross-tabulation software (uncle, wincross, microtab), process research data for further analysis. conduct basic data analysis, including frequencies, cross-tabulations, descriptive statistics, sample weighting and significance testing; clean, edit and code datasets; build and maintain data warehouses.  data processing consultant self-employed 1989?1992  worked on projects ranging from data entry to data processing/cross-tabulations and analysis for diverse clients; also prepared and maintained databases and produced professional word processing documents and custom programming. conduct basic data analysis, including frequencies, cross-tabulations, descriptive statistics, sample weighting and significance testing; clean, edit and code datasets; build and maintain data warehouses.  data processing manager dynamic data processing, inc.  1986?1989  responsible for staff programmer duties, with the increased responsibilities of managing a staff of five people; also supervised in-house projects, submitting job costs for the projects as well as answering clients? questions. conduct basic data analysis, including frequencies, cross-tabulations, descriptive statistics, sample weighting and significance testing; clean, edit and code datasets; build and maintain data warehouses.  staff programmer action surveys, inc.  1984?1986  performed a variety of technical and skilled data processing tasks, using automatic data processing and peripheral equipment. i was responsible for developing and writing computer programs to classify, index, input, store, locate, and retrieve specific documents, data, and information in order to resolve questions and problems. i was responsible for writing computer programs from record layouts and producing input and report formats using a variety of computer languages on both windows and dos environments. i was also responsible for devising sample input and data to test and ensure program accuracy; revising programs to increase operating efficiency, adapt to new s, and correct errors or omissions; and preparing instructions and documentation. other duties included operating computer and peripheral equipment that processed, recorded, stored, or displayed data according to operating instructions; operating related equipment including reproducer, sorter, and collator; loading computer with proper files and forms; and separating and sorting printed data to prepare for clients? review.  data entry manager action surveys, inc.  1983-1984  in charge of the operation of key data entry devices, including key entry and verification methods. i edited source data to ensure that they conformed to predetermined specifications. while comparing hard-copy and electronically displayed data with source data to detect errors, i maintained a time log of jobs performed, and performed routine administration work for the department. i also supervised a staff of seven operators and transferred data to clients.  document coding supervisor action surveys, inc.  1982-1983  responsible for working with clients? specifications and procedures, such as revising specifications for possible flaws, devising work s, distributing work to a staff of ten coders, and ensuring accuracy and logical sequence of codes.   education: computer programming   : operating systems: dos, windows 2000, windows xp pro market research analytical programs: wincross, spss, uncle, microtab, pcpunch. software packages: microsoft office (word, excel, access, powerpoint), ms project, wordperfect office (word perfect, lotus 123, quattro pro), adobe acrobat professional. object-oriented databases: ms-access, mysql."
data,DATA SCIENTIST,"performance-focused and analytical professional, offering hands-on experience in data analysis and visualization, predictive modeling and optimization. armed with expertise in using analytics to derive value, establish analytics culture. proficient at resolving time series data-related problems; as well as providing innovative solutions to arising conflicts. knowledgeable of various machine learning algorithms, such as regressions, decision trees, gradient boosting, random forest, k-nn, svm, naïve bayes, clustering. known as an effective team player and a self-motivated individual. articulate communicator; bilingual in english and mandarin chinese. permanent resident of united states (green card holder).   experience: china international electronic commerce center senior research scientist 2014?2016 served as a senior member of the agricultural products team in market research department, in charge of conducting advanced analytics leveraging time series analysis, reports generation and data visualizations to provide in-depth business intelligence and market analysis for mofcom periodically rigorously projected prices of commodities on a regular basis with predictive models, such as arima, ecm, var, vec, garch; as well as liaised with subject matter expert to understand the root causes of changes in prices  facilitated research on the barriers and drivers of the e-commerce of agricultural products in china (from several aspects: policy support, types (b2c, b2b, c2c, o2o), cold-chain logistics, online payments, mobile commerce and customer demands) by investigating the development of the major e-commerce platforms and logistics enterprises to help reduce inventory, lower transaction cost and increase business opportunities led efforts in forecasting cpi inflation through the following: discovery of integrated 48 indicators of cpi and selection of 13 leading predictors by utilizing x-12-arima seasonal adjustment, cross correlation functions, granger causality, impulse response and variance decomposit-ion to determine the leading period, and do data differencing and transformation as preparation for modeling formulation of: 1) combined approach of pca and ecm based on other predictors; 2) seasonal arima model based solely on past cpi data; 3) var model based on dynamic influence analysis, on the results of stationarity test, acf-pacf and co-integration test of the processed data to forecast one-month-ahead cpi inflation compiled retail prices index for food (rpi-f) through processing of monitored data of 36 major cities in china, computation of the weight of categories and sub-categories, and adoption of the weighted arithmetic mean approach; as well as by maintaining the rpi-f for 6 months to test validity before publication actively created the mind maps of the various machine learning algorithms and corresponding tuning parameters for the integrated big data system to facilitate knowledge transfer and retention interacted with big data team to put approved models and business s into production; kept track of technical details of model development and implementation; and monitored existing models for accuracy and stability  tsinghua university, beijing, china postdoctoral fellow 2015?2017 recognized as a principal investigator for executing the “Evaluating e-marketing efficiency using two-stage ahp-idea technique with uncertainty? project sponsored by the china postdoctoral science foundation troubleshot and customized analytical and optimization methods to respond to inefficiency problems and data perturbations of e-commerce enterprises, such as improving efficiency of dmus by using ideal points and performing sensitivity analysis and stability radius within which the efficiency classification keep unchanged effectively managed resources to complete research plan; wrote academic publications and concluding reports successfully organized a series of research seminars regularly that build interaction and collaboration  teaching experience  university of science and technology beijing, china graduate assistant ? donlinks school of economics and management 2011?2013 guided students with their graduation thesis and collaboratively worked with professor on research projects assisted supervisor with literature review, data collection and processing, and paper preparation with latex meticulously helped faculty in teaching undergraduate level courses; planning teaching materials; preparing tests  undergraduate teaching assistant ? school of mathematics and physics 2009?2011 directly reported to lecturer in monitoring the progress of student learning; supporting the development of instructional materials; and deliver ideas on how to optimize instruction expertly and patiently provided answers face-to-face to students twice a week on all kinds of courses or lessons related questions to advanced mathematics, linear algebra and operations research courses rendered support to faculty in proctoring examinations, grading assignments, and encoding grades   education: doctor of philosophy in management science: 2015 university of science and technology beijing ? donlinks school of economics and management, beijing, china dean’s list | merit graduate student | college scholar star | distinguished academic paper award | gpa: 3.5   joint-phd in industrial engineering: 2014  worcester polytechnic institute ? school of business, worcester, ma, usa  master of science in mathematics: 2011 university of science and technology beijing ? school of mathematics and physics, beijing, china  merit graduate student | the first prize scholarship | gpa 3.6  bachelor of science in applied mathematics: 2009 xinlian college henan normal university ? school of applied mathematics, henan, china    data and quantitative analytics | time series analysis | machine learning | optimization | mathematics  research and development | predictive analytics | statistics | econometrics | data envelopment analysis   additional information: professional development  coursera platform (online course) university of michigan, ann arbor, mi  applied machine learning in python  applied text mining in python johns hopkins university, baltimore, md data science specialization relevant coursework: r programming | getting and cleaning data | practical machine learning developing data products | regression models | statistical inference | reproducible research exploratory data analysis | the data scientist’s toolbox  awards and honors  2014 | 2012 national scholarship (?30,000), ministry of education of the people’s republic of china  technical acumen  python | r | matlab | eviews | spss | sas | stata | tableau | qlik sense | sql | deap microsoft office applications (word, powerpoint, excel, and visio) | latex | deafrontier"
data,DATA SCIENTIST,"pravin manickarajdata scientistsingapore-microsoft certified data scientist with 3+ years of experience in massaging the data as well as extracting information from the raw data (both structured and unstructured). i have been one of the core data science specialists in my current organization and was responsible for converting the datawarehouse company into an aibased firm.work experiencedata scientistjust analytics - singapore-july 2017 to october 2018i am currently responsible for building in-house ai tools that help in driving and automating certain process within the company. ; ;roles and responsibilities ;?   designing the frameworks for data engineering and analytics pipelines using microsoft azure. ;?   analyzed and processed complex datasets (log data, document, audio) using advanced querying, ;visualization and analytical tools. ;?   develop and tuning the predictive algorithms to drive the performance and revenue. ;?   building intelligent in-house tools (call log analytics, ai models related to banking workspace) etc. ;?   conduct training on the new services provided by microsoft, related to data science stack. ;?   creating and monitoring the live dashboards.dsm - data scientist internsingapore-august 2016 to april 2017i developed a life cycle model to understand the dsm products based on few key parameters. it also helped in managing the products like removing obsolete materials which lead to more savings in the revenue. ; ;roles and responsibilities ;?   educating teams on the importance of data and use of analytics in driving the business. ;?   collaborating with the different business groups to get the enough information and validating the models. ;?   suggested some of the metrics that can monitor the business performance. ;?   offering technical advice to the team to handle missing or incorrect data in the reports. ;?   performing data mining and machine learning models by closely working with business people. ;?   developing interactive visualizations in lumira for insight presentation.datawarehousing analystcognizant technology solutions-2013 to 2015i was responsible for delivering the reports and datamart in right time with good quality standards. i was working for ;the hartford (insurance firm) ; ;roles and responsibilities ;? establishing agile methodology to deliver long term business strategic goals in adaptive environment. ;? integrating different source data using etl techniques for designing the dimensional model. ;? developing test scenarios, writing test cases as per business conditions and defect tracking ;? involved in functional testing, regression testing and performance testing of reports. ;? developing and maintaining automated test scripts ;? automated the daily status report in excel using macros. ;? created reports using macros in excel, business objects and performed various functionalities like slicing and dicing etc.nlp internchennai, tamil nadu-2012 to 2013contributed to the text to speech synthesis system initiative by the indian government for tamil language. ;developed an algorithm that converts tamil units into a linguistic form. the government liked our speech synthesis ;system as it was more like the human speech, our team is continuing to do scale the approach for other indian ;languageseducationmaster of technology in knowledge engineeringnational university of singapore - singapore2016 to 2017bachelor of technology in information technologyanna university2009 to 2013linkshttps://www.linkedin.com"
data,Process Analyst,"process analystwoodlands-work experienceprocess analystservion global solutions - india-october 2010 to may 2011?    create process documentation, knowledge articles and self-service guidance for it services.?    collect and document of business s for projects and process improvements. ;?    extract reports and provide a high-level analysis of data for review. ;?    to maintain, update and retrieve the financial information from the financial database and system. ;?    to assist in the preparation of receipts and vouchers and their relevant formats, so that the financial details can be entered correctly in the accounting system.  ;?    prepare spreadsheets for data entry, including budgets, accounting information, etc. ;?    provides payroll information by collecting time and attendance records.smartclass coordinatoreducomp solutions pte ltd - india-may 2008 to october 2010?    responsible for implementation of educomp smart class products in school lab ;?    product administration and maintenance ;?    coordinating and planning for academic excellence ;?    conducting training for teachers and help them to utilise the data in an effective way ;?    consolidating required data for next academic planning ;?    coordinating for escalated hardware issues and solving it without affecting the productivity ;?    os installation and configuring the windows application.educationbachelor degree in electronics and communication engineeringkings engineering college india - singaporeapril 2004 to april 2008microsoft office, c++,payroll, cost accounting (3 years)additional informationi am a ( s pass)dependent pass holder residing in singapore since 2011. looking for a job to kick start my career once again"
data,Senior Business Analyst,"senior business analystsenior business analyst - sungard financial solutionscity hall-work experiencesenior business analystsungard financial solutions-september 2014 to presentworking as a business analyst  on adaptiv 360 and adaptiv analytics. about 35 clients use the products a360 and aa for managing their market and credit risk. the key responsibilities include communication with clients to understand exact business s of clients, explaining to the client various functionalities and workflows, produce spread sheets explaining exact result calculations, assisting client regarding the system use by setting up demonstrative examples, creating functional specification documents for new s, providing functional assistance to the development team while implementing new s as well as in addressing functional defects, validating results and reporting problems for new implementations, designing setups for automated functional tests. ;key assignments/ areas: ;? market simulation reports and var calculations using both historical and monte carlo simulations. ;? various sensitivity reports and such as ir sensitivity, fx sensitivity, spread sensitivity, equity risk. ;? calibration and calculations of market data objects such as yield curves, spread curves, cap volatility surface etc. ;? calculations such as bump risk report, scenario analysis, market exposure, and variance risk reports. ;? valuation and sensitivity analysis of equities, derivatives, fixed income products and various otc ir products such as cash, swaps, caps, floors etc. ;? complex otc structured product such as bermudan swaptions, subsidy leg swaps etc. ;? integration of specialized smaller products to a larger platform like product. ;? technical features such as importing and exporting deals, distributed processing, batch processing etc. ;? implemented saccr, was key member in development and implementation ;? working on frtb standardized approach- analyzed s, implementing the same. ; ;some key projects: ;frtb (fundamental review of the trading book) ;? understood the client s for sensitivity based approach and devised the detailed document what is there in the product and how this gap can be filled. basel documentation is analysed and shared the output with the development team through proper process. tested the functionality end to end. involved in demos to the client and uat testing. number validation for default risk charge and rrao was also done. prepared detailed functional and business spec documents ; ;saccr(standardised approach to counterparty credit risk) ;? prepared end to end working model on the excel sheet explained it to the development team. independently tested the functionality and demoed it to the leading clients. prepared detailed specs. ; ;negative rate support for the deposit future ;? the price above 100 was not supported for the deposit future. have analyzed the normal model and supported the same. prepared the working model and tested the functionality. demoed it to the client.educationcfa institute2017mba in financeimt ghaziabadjune 2012 to june 2014b.e. in chemicalthapar university - patiala, punjabkitchlu public school - moga, punjabbirla sen sec. school - pilani, rajasthancertifications/licensesfrmseptember 2016 to presentcfa l1december 2017 to present"
data,Servicedesk Analyst,"servicedesk analystservicedesk analyst - holcim east asia business service center b.v-to contribute my knowledge,  and competence in the company that could give me a better and opportunities at the same time to further enhance it in the field of my profession.work experienceservicedesk analystholcim east asia business service center b.v-may 2013 to presentanswer inbound calls or communicate with customers electronically to assist them in their inquiries or questions according to prescribed protocols.? provide support in coordination, investigation and documentation of customer issues. ;? maintain for the duration of the transition phase expert knowledge of incident tracking system, central support knowledge base, and servicedesk processes and procedure. ;? share information required for the success of the servicedesk team. ;? develop and maintain product knowledge for the duration of the transition phase. ;? collaborate to the other team/group to update the process and to provide a good services.technical support engineerequicom-march 2010 to march 2012support and maintaining all laptops, desktop and servers. ;? standby support engineer monitored all units and isolating all problem encountered. ;? preventive maintenance of all servers every mid/end of the year. ;? configure server raid and install standard applications. ;? send daily activity report every month. ;? maintain the accuracy of the data in database system ;? technical support when there is system trouble encounter ;? immediate response in trouble shootingcomputer technicianpc worx-august 2009 to february 2010set up and repair all computers. ;? handling inventory report. ;? communicating with clients prior to their course and recording all correspondence. ;? utilizing social networking opportunities to facilitate sales and increase brand awareness.technical support engineerequicom-september 2008 to june 2009support and maintaining all laptops, desktop and servers. ;? standby support engineer monitored all units and isolating all problem encountered. ;? preventive maintenance of all servers every mid/end of the year. ;? configure server raid and install standard applications. ;? send daily activity report every month. ;? maintain the accuracy of the data in database system ;? technical support when there is system trouble encounter ;? immediate response in trouble shootingpos field engineerequicom-february 2008 to august 2008? repair and upgrade all pos machines or terminals to the merchant or client. ;? send daily activity report to dispatch team.educationbachelor of science in information technologycity of malabon university2003 to 2007"
data,"Programmer/Business Analyst                                                                                                                                 Desired Industry: Computer Software/Programming     SpiderID: 51383             Desired Job Location: Kearny, New Jersey     Date Posted: 6/1/2011             Type of Position: Full-Time Permanent     Availability Date: 06/01/2011             Desired Wage: 85,000/yr                       U.S. Work Authorization: Yes             Job Level: Experienced with over 2 years experience     Willing to Travel: Yes, 25-50%             Highest Degree Attained: Other     Willing to Relocate: Yes                  :Software developer and business analyst with more than 14 years of successful experience in designing and developing sophisticated software systems and user  gathering, looking for newInformation Technology opportunities.          Experience:14 years of: application programming in COBOL and VB 6, DB2/ORACLE/VSAM databases, JCL, POC Project leadership experience, business analyst, technical analyst, development and support.          Education:Chubb INstitute, Parsippany NJ ¡­ Certificate in Computer Programming          s:Design/Development/Coding/Testing/ImplementationCustomer Communications, Service OrientedLogical and Physical data modeling/SQL queries andtable designConversions, Interfacing, and MigrationsMultidiscipline Software EngineeringTechnical Support, TroubleshootingObject-oriented programmingHardware and SoftwareInternetDocumentation/Tech Writing SETSTCP/IPWindows NT/2000, XPCapability Maturity Model Integration (CMMI)COBOL, IBM MVS/XA JCL TSO/ISPF/SASOracle Developer Suite 9i/10g r2 ,PL/SQL,Toad / SQL ServerOracle Designer, SQL DeveloperLocal area network (LAN)MS; Office 2003; Visio, Word, Excel, Project, Access, PowerPoint, OutlookVisual Basic 6, .NET, Crystal ReportsHTMLCICSCOTS Software:Quicken        Candidate Contact Information:        has chosen not to make contact information available on this page.Click ""Contact Candidate"" to send this candidate a response.              ","software developer and business analyst with more than 14 years of successful experience in designing and developing sophisticated software systems and user  gathering, looking for newinformation technology opportunities.14 years of: application programming in cobol and vb 6, db2/oracle/vsam databases, jcl, poc project leadership experience, business analyst, technical analyst, development and support.chubb institute, parsippany nj ¡­ certificate in computer programmingdesign/development/coding/testing/implementationcustomer communications, service orientedlogical and physical data modeling/sql queries andtable designconversions, interfacing, and migrationsmultidiscipline software engineeringtechnical support, troubleshootingobject-oriented programminghardware and softwareinternetdocumentation/tech writing setstcp/ipwindows nt/2000, xpcapability maturity model integration (cmmi)cobol, ibm mvs/xa jcl tso/ispf/sasoracle developer suite 9i/10g r2 ,pl/sql,toad / sql serveroracle designer, sql developerlocal area network (lan)ms; office 2003; visio, word, excel, project, access, powerpoint, outlookvisual basic 6, .net, crystal reportshtmlcicscots software:quicken"
data,"QA Tester/ Analyst                                                                                                                                 Desired Industry: Computer Software/Programming     SpiderID: 69039             Desired Job Location: Fairfax, Virginia     Date Posted: 6/13/2013             Type of Position: Full-Time Permanent     Availability Date:              Desired Wage:                        U.S. Work Authorization: Yes             Job Level: Experienced with over 2 years experience     Willing to Travel:              Highest Degree Attained: Bachelors     Willing to Relocate: Yes                  :SUMMARY:Almost 4 years of diversified experience in the various Client/Server, Web environment as a QA Analyst/Tester and 4 years of experience as a Technical Support Analyst? Experienced in writing Test Cases, and Test Scenarios.? Experienced in Functional Testing, Regression Testing, Integration Testing.? Expertise in defect management tools Quality Center.? Good work experience in diverse environments including Windows 95/98NT/2000/XP, Vista and Windows 7.? Good understanding of Software Development Life Cycle (SDLC), Analyzing s, developing test plans and test cases.? Good experiences in using black box testing Techniques like boundary value analysis, Equivalence partitioning.? Followed Agile Methodology based Scrums and Sprints.? Validate and Retrieve data using Structured Query Language (SQL) from Relational Database like Oracle and MS SQL Server.? Report and Document issues discovered in testing, help developers to reproduce defects and follow up for resolution, Enter and update Bugs in Defect tracking system.? Good Team player, proactive, collaborative and self-starter, excellent oral and written s.? Flexible and adaptable; quick to embrace new ideas, applications, products.? Highly motivated, ability to work independently or in a team environment.          Experience:Client: Wellpoint  Resolution Health, Inc.                                                     8/2011¨C PresentPosition: QA Analyst / Tester ? Analyzed software s and Functional s documents (FRD) to get better understanding of the application.? Conducted  Functional, Regression Testing and Integration Testing? Recorded test result, documenting issues in the bug tracking system.? Performed backend testing of database files using SQL queries. ? Researching data related issues on Microsoft SQL Server.? Analysis data and input notes and comments.? Encrypted files using PGP Desktop and transfer them to Client sever using Core FTP lite.? Generated XML files from Operations Control Automation (OCA) database? Ensured all system and production problems are recognized and appropriate action is taken to meet batch processing and delivering schedules.? Provides training for less experienced operators.? Adhered to standard data management practices.? Ensured documentation is written and kept updated on current procedures? Play a central role in coordinating with multiple teams to standardize the QA process. Assist with the operation, implementation, maintenance, upgrading, testing, and integration of software.Environment:   Test Track, Microsoft  SQL Server  Management Studio, PGP Desktop                           Core FTP Lite, XMLfiles, MS Office, Windows 7Client: Crest Saving Bank                                                                              6/2011¨C 7/2012Position: Jr.QA Analyst Worked in project customer access system, Web-based application, which allows customer to maintain the account online, and transfer all account system .Customer can transfer the funds between different accounts and check their balances.Responsibilities: ? Analyzed software s and Functional s documents (FRD) to get better understanding of the application.? Created and executed test cases and scripts to verify functionality and adherence to business s.? Followed up with standard software testing life cycle (STLC) to perform different types of testing for the projects.? Participated in regular project status meetings related to testing.? Performed backend testing of database files using SQL queries. ? Involved in Functional, Regression Testing and Integration Testing? Conducted Integrating testing by coordinating with different teams.? Defects were tracked, captured, managed and communicated through defect reports, changes and project issues using QC.? Worked with the environment support team to establish testing environments and resolve issues with the environments during the entire testing process.? Used QC for bug tracking and reporting, also followed up with development team to verify bug fixes, and update bug status.? Documented the test results and reported the status of assigned test tasks and issues to team lead.Environment: Quality Center, SQL Server, XP Professional, Java, MS Office, Internet Explorer, Firefox. Chrome.           Education:Bachelor degree in Information Systems.            s:TECHNICAL S:Operating Systems: 98,2000,XP,Vista,Windows 7Programming Languages: SQL, Java, HTML, XMLTest Management Tools: Quality Center, Test Track. Browsers: Internet Explorer, Firefox, Chrome, Safari        Candidate Contact Information:        has chosen not to make contact information available on this page.Click ""Contact Candidate"" to send this candidate a response.              ","summary:almost 4 years of diversified experience in the various client/server, web environment as a qa analyst/tester and 4 years of experience as a technical support analyst? experienced in writing test cases, and test scenarios.? experienced in functional testing, regression testing, integration testing.? expertise in defect management tools quality center.? good work experience in diverse environments including windows 95/98nt/2000/xp, vista and windows 7.? good understanding of software development life cycle (sdlc), analyzing s, developing test plans and test cases.? good experiences in using black box testing techniques like boundary value analysis, equivalence partitioning.? followed agile methodology based scrums and sprints.? validate and retrieve data using structured query language (sql) from relational database like oracle and ms sql server.? report and document issues discovered in testing, help developers to reproduce defects and follow up for resolution, enter and update bugs in defect tracking system.? good team player, proactive, collaborative and self-starter, excellent oral and written s.? flexible and adaptable; quick to embrace new ideas, applications, products.? highly motivated, ability to work independently or in a team environment.client: wellpoint  resolution health, inc.                                                     8/2011¨C presentposition: qa analyst / tester ? analyzed software s and functional s documents (frd) to get better understanding of the application.? conducted  functional, regression testing and integration testing? recorded test result, documenting issues in the bug tracking system.? performed backend testing of database files using sql queries. ? researching data related issues on microsoft sql server.? analysis data and input notes and comments.? encrypted files using pgp desktop and transfer them to client sever using core ftp lite.? generated xml files from operations control automation (oca) database? ensured all system and production problems are recognized and appropriate action is taken to meet batch processing and delivering schedules.? provides training for less experienced operators.? adhered to standard data management practices.? ensured documentation is written and kept updated on current procedures? play a central role in coordinating with multiple teams to standardize the qa process. assist with the operation, implementation, maintenance, upgrading, testing, and integration of software.environment:   test track, microsoft  sql server  management studio, pgp desktop                           core ftp lite, xmlfiles, ms office, windows 7client: crest saving bank                                                                              6/2011¨C 7/2012position: jr.qa analyst worked in project customer access system, web-based application, which allows customer to maintain the account online, and transfer all account system .customer can transfer the funds between different accounts and check their balances.responsibilities: ? analyzed software s and functional s documents (frd) to get better understanding of the application.? created and executed test cases and scripts to verify functionality and adherence to business s.? followed up with standard software testing life cycle (stlc) to perform different types of testing for the projects.? participated in regular project status meetings related to testing.? performed backend testing of database files using sql queries. ? involved in functional, regression testing and integration testing? conducted integrating testing by coordinating with different teams.? defects were tracked, captured, managed and communicated through defect reports, changes and project issues using qc.? worked with the environment support team to establish testing environments and resolve issues with the environments during the entire testing process.? used qc for bug tracking and reporting, also followed up with development team to verify bug fixes, and update bug status.? documented the test results and reported the status of assigned test tasks and issues to team lead.environment: quality center, sql server, xp professional, java, ms office, internet explorer, firefox. chrome.bachelor degree in information systems.technical s:operating systems: 98,2000,xp,vista,windows 7programming languages: sql, java, html, xmltest management tools: quality center, test track. browsers: internet explorer, firefox, chrome, safari"
data,"Data Arachitect/Data modeller                                                                                                                                 Desired Industry: Computer Software/Programming     SpiderID: 50938             Desired Job Location: Dallas, Texas     Date Posted: 5/17/2011             Type of Position: Full-Time Temporary     Availability Date: 5/21/2011             Desired Wage: 85000 + bonus                       U.S. Work Authorization: Yes             Job Level: Experienced with over 2 years experience     Willing to Travel: No             Highest Degree Attained: Masters     Willing to Relocate: No                  :To be part of a growing and professional organisation and sharpen my data architect/data modelling  sets          Experience:Above 10 yrs of experience in the IT industry with around 4 years in data architecture/data modelling/data profiling          Education:Masters in Computer Applications          s:Databases - Sybase, SQL server, Teradata Certified Teradata SQL SpecialistBusiness AnalysisQA Lead        Candidate Contact Information:        has chosen not to make contact information available on this page.Click ""Contact Candidate"" to send this candidate a response.              ","to be part of a growing and professional organisation and sharpen my data architect/data modelling  setsabove 10 yrs of experience in the it industry with around 4 years in data architecture/data modelling/data profilingmasters in computer applicationsdatabases - sybase, sql server, teradata certified teradata sql specialistbusiness analysisqa lead"
data,"Programmer Analyst                                                                                                                                 Desired Industry: Computer Software/Programming     SpiderID: 48760             Desired Job Location: Erie, Pennsylvania     Date Posted: 3/5/2011             Type of Position: Full-Time Permanent     Availability Date: ASAP             Desired Wage: 60,000                       U.S. Work Authorization: Yes             Job Level: Experienced with over 2 years experience     Willing to Travel: No             Highest Degree Attained: Bachelors     Willing to Relocate: No                  :To obtain an Information Technology position within an affluent company who’s past, current, and future successes are built upon goal driven standards.          Experience:Jan 2000 To PresentLead Application Programmer / AnalystUPMC Hamot (formerly Hamot Medical Center)Erie, PA    Duties include overall system administration of the Kronos Time    Attendance application.  Primary support of the Lawson suite of    applications, specifically within Human Resources and Payroll.     Primary administration of the Employee Health application.     Secondary support for Medical Records and Transcription     Dictation applications.  Crystal report writing across a variety of    financial and clinical areas.  Primary support for Charge Entry into    Patient Accounting.  Customer service to all users in the listed   environments and beyond.? Developed an Employee Total Compensation Statement which is used house wide at the time of an employee’s annual review.? Have implemented (both as a team and as an individual) over 10 application systems throughout the financial, clinical, and personnel areas of the medical center.Customer Service RepresentativeJune 1994 to Feb 2001      C & J SportsErie, PA  Duties included customer service, ordering of stock items,   purchasing, and financials including banking and bookkeeping. Sept 1993 To Jan 2001Assistant ManagerPretzels Inc. (Pretzel Town U.S.A.)Erie, PAAssistant Manager duties included: employee scheduling and training, food production and sales, order and maintenanceof stock items and supplies, general maintenance of store interior/exterior, and customer service.          Education:May 2008 To PresentUniversity of Phoenix OnlineErie, PAGraduation Date: March 2011Bachelor of Science in Information Technology  Currently have 1 class remaining and a 3.93 GPA.       Target completion date is March 28, 2011.Jan 1998 To August 1999Tri-State Business InstituteErie, PAGraduation date: August 1999Degree Earned:   Associates Degree in Computer Science    (Programming)          Affiliations:? Lawson Northeast Users Group? Kronos Customers Only ? Northeast Region? Crystal Reports Forum          s:? Kronos Workforce Central (Time and Attendance)? Lawson Financial Suite of Applications? Crystal Reports V10 and v11? SQL Plus? Microsoft SQL Server 2005 and 2008? UNIX (AIX)? Microsoft Office Suite? HTML? Respond Employee Health Software? C Programming? Cobol? 4GL          Reference:Available upon request.        Candidate Contact Information:        has chosen not to make contact information available on this page.Click ""Contact Candidate"" to send this candidate a response.              ","to obtain an information technology position within an affluent company who’s past, current, and future successes are built upon goal driven standards.jan 2000 to presentlead application programmer / analystupmc hamot (formerly hamot medical center)erie, pa    duties include overall system administration of the kronos time    attendance application.  primary support of the lawson suite of    applications, specifically within human resources and payroll.     primary administration of the employee health application.     secondary support for medical records and transcription     dictation applications.  crystal report writing across a variety of    financial and clinical areas.  primary support for charge entry into    patient accounting.  customer service to all users in the listed   environments and beyond.? developed an employee total compensation statement which is used house wide at the time of an employee’s annual review.? have implemented (both as a team and as an individual) over 10 application systems throughout the financial, clinical, and personnel areas of the medical center.customer service representativejune 1994 to feb 2001      c & j sportserie, pa  duties included customer service, ordering of stock items,   purchasing, and financials including banking and bookkeeping. sept 1993 to jan 2001assistant managerpretzels inc. (pretzel town u.s.a.)erie, paassistant manager duties included: employee scheduling and training, food production and sales, order and maintenanceof stock items and supplies, general maintenance of store interior/exterior, and customer service.may 2008 to presentuniversity of phoenix onlineerie, pagraduation date: march 2011bachelor of science in information technology  currently have 1 class remaining and a 3.93 gpa.       target completion date is march 28, 2011.jan 1998 to august 1999tri-state business instituteerie, pagraduation date: august 1999degree earned:   associates degree in computer science    (programming)? lawson northeast users group? kronos customers only ? northeast region? crystal reports forum"
